"","Player","Games.Played","Minutes","Points.Per.Game","Rebounds.Per.Game","Assists.Per.Game","Steals.Per.Game","Blocks.Per.Game","Turnovers.Per.Game","Field.Goal.Percent","Free.Throw.Percent","Three.Point.FieldGoal.Percent","Year","Team","City","Conference"
"1885","Robert Garrett",28,8.5,1.5,1.4,0.1,0.1,0.7,0.1,0.563,0.263,0,"2011-2012","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1886","Jordan Akwenuke",28,9,1.1,2.2,0.2,0.4,0.1,0.4,0.619,0.833,0,"2011-2012","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1887","Nick Lamson",4,1.8,1,0.3,0,0,0,0,0.333,0.5,1,"2011-2012","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1888","Julian Clarke",26,6,0.8,0.4,0.5,0.1,0,0.3,0.167,0.444,0.133,"2011-2012","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1889","Phillip Bach",7,2.7,0.7,0.3,0.4,0,0,0.7,0.286,0,0.2,"2011-2012","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1890","Kyle Perricone",8,1.6,0.4,0.4,0,0,0,0,0.333,0,0.5,"2011-2012","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1891","Demetri Posey",1,1,0,0,0,0,0,0,0,0,0,"2011-2012","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1894","Kevin Foster",38,32.1,20.2,2.7,3.7,1.6,0.1,3.1,0.386,0.8,0.368,"2010-2011","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1895","Marc Trasolini",37,26.4,12.8,6.1,0.8,0.5,0.9,1.5,0.523,0.745,0.31,"2010-2011","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1896","Evan Roquemore",38,31.4,11.7,3.6,3.7,0.9,0.3,2.3,0.37,0.824,0.396,"2010-2011","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1897","Ben Dowdell",38,24.7,8.2,4.7,0.9,1.1,0.5,1.8,0.532,0.64,0,"2010-2011","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1898","Robert Smith",10,23.6,5.5,3.7,2.5,1.1,0,2.1,0.328,0.7,0.231,"2010-2011","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1899","Raymond Cowels III",37,15.3,5.4,1.8,0.6,0.2,0.2,0.7,0.366,0.815,0.354,"2010-2011","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1900","Troy Payne",38,24.5,5.4,5.9,1.1,1.6,0.3,1.1,0.493,0.593,0,"2010-2011","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1901","Chris Cunningham",15,12.6,4.4,2.8,0.3,0.3,0.1,1.2,0.619,0.7,0,"2010-2011","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1902","Niyi Harrison",38,14.4,3.6,3,0.2,0.4,0.3,1,0.423,0.607,0,"2010-2011","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1903","Phillip Bach",5,7.6,3,1.2,0.8,0.6,0,0.8,0.5,0.5,0.167,"2010-2011","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1904","Kyle Perricone",4,3.3,2,1.3,0.3,0,0,0.8,0.75,0,0.667,"2010-2011","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1905","Beau Gamble",4,3.3,2,0.8,0.8,0.3,0,0.5,0.4,1,0.5,"2010-2011","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1906","John McArthur",35,8.3,1.6,1.7,0.1,0.1,0.1,0.6,0.35,0.545,0.2,"2010-2011","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1907","Michael Santos",37,13.4,1.5,2.3,0.8,0.4,0.1,0.5,0.514,0.581,0,"2010-2011","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1908","Nate Mensah",8,2.8,1.3,0.8,0.1,0,0,0.1,0.2,1,0.167,"2010-2011","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1909","Julian Clarke",3,1.7,0,0,0,0,0,0,0,0,0,"2010-2011","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1912","Kevin Foster",6,31.5,19.8,2.8,2.8,2.2,0.2,3.5,0.324,0.833,0.31,"2009-2010","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1913","Marc Trasolini",32,29.3,13.7,6.1,0.6,0.7,1.6,1.8,0.532,0.782,0.352,"2009-2010","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1914","Robert Smith",32,32.8,12.1,3.1,3,1,0,3.5,0.344,0.701,0.286,"2009-2010","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1915","Niyi Harrison",32,19.3,7.6,4.6,0.3,0.4,0.7,1.7,0.517,0.566,0,"2009-2010","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1916","Raymond Cowels III",32,24,7.3,2.2,1.3,0.8,0.1,1.4,0.318,0.787,0.315,"2009-2010","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1917","Ben Dowdell",28,21.7,6.3,4,0.4,0.9,0.3,1.3,0.424,0.72,0,"2009-2010","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1918","Michael Santos",32,26.8,6.3,3.1,1.3,1,0.2,1.8,0.438,0.696,0.321,"2009-2010","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1919","Troy Payne",32,24.5,4.4,5.8,1.5,1.6,0.6,1.9,0.385,0.551,0,"2009-2010","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1920","Chris Cunningham",30,10.3,2,2.2,0.2,0.1,0.3,0.6,0.553,0.528,0,"2009-2010","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1921","Troy Alexander",31,7.8,1.2,0.5,0.7,0.5,0,0.9,0.409,0.571,0.286,"2009-2010","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1922","Phillip Bach",14,3.8,1,0.8,0.1,0.1,0,0.1,0.316,0,0.2,"2009-2010","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1923","Nate Mensah",5,1.4,0,0,0,0,0,0,0,0,0,"2009-2010","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1924","Kyle Perricone",4,1.3,0,0.3,0,0,0,0,0,0,0,"2009-2010","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1927","John Bryant",33,31,18.1,14.2,1.1,0.5,2.5,2.5,0.596,0.787,0,"2008-2009","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1928","Kevin Foster",33,30.3,14.7,2.4,2.5,1.3,0.2,2.8,0.412,0.781,0.366,"2008-2009","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1929","James Rahon",32,27,11.3,1.7,1.3,0.5,0,1.3,0.411,0.776,0.407,"2008-2009","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1930","Marc Trasolini",30,24.6,6.7,4.8,0.6,0.5,1.2,1.3,0.681,0.672,0,"2008-2009","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1931","Perry Petty",30,22.1,5.6,2.4,2.9,1.2,0,3,0.365,0.633,0.23,"2008-2009","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1932","Decensae White",10,17.2,3.4,2.4,0.6,0.7,0.1,1.2,0.256,0.522,0.25,"2008-2009","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1933","Michael Santos",33,19.3,3.2,1.9,1.8,0.4,0.1,2.2,0.526,0.636,0.353,"2008-2009","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1934","Ben Dowdell",33,20.6,3.2,3.4,1.1,0.7,0.4,1.6,0.402,0.534,0,"2008-2009","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1935","Calvin Johnson",32,18.4,2.1,0.8,1,0.2,0.1,0.6,0.333,0,0.328,"2008-2009","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1936","Troy Alexander",13,15.2,1.2,1.2,1.5,0.6,0.2,1.8,0.217,0.667,0.286,"2008-2009","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1937","Scott Thompson",26,4.7,0.9,0.8,0.1,0.1,0.3,0.4,0.5,0.5,0,"2008-2009","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1938","Nate Mensah",8,1.8,0,0.6,0,0,0,0,0,0,0,"2008-2009","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1939","Phillip Bach",5,1,0,0.2,0.2,0,0,0.2,0,0,0,"2008-2009","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1942","John Bryant",31,27.8,18,9.6,0.7,0.5,2.5,2.8,0.583,0.743,0,"2007-2008","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1943","Brody Angley",31,35.2,11.5,4.1,5.3,1.5,0.2,3.3,0.411,0.773,0.397,"2007-2008","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1944","Mitch Henke",31,31.5,9.7,4.5,2.2,0.8,0.2,2.7,0.469,0.704,0.377,"2007-2008","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1945","Ben Dowdell",30,29.7,8.1,3.8,1.9,0.7,0.2,2.4,0.509,0.61,0.333,"2007-2008","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1946","Jonathan Gunderson",30,19.4,4.9,1.2,1.3,0.3,0,0.8,0.453,1,0.404,"2007-2008","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1947","Calvin Johnson",29,24,4.6,1.3,1,0.7,0,1,0.394,0.864,0.398,"2007-2008","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1948","Josh Higgins",12,5.5,2.3,1.3,0.3,0,0.1,1.3,0.522,0.6,1,"2007-2008","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1949","Andrew Zimmermann",20,13.4,2.3,2.1,0.6,0.5,0.3,1.4,0.462,0.571,0.222,"2007-2008","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1950","Cedric Latimer",30,10.1,1.9,1.7,0.6,0.2,0,0.7,0.345,0.533,0.308,"2007-2008","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1951","Zac Tiedeman",19,12,1.5,0.7,1,0.3,0.1,0.2,0.35,0.667,0.417,"2007-2008","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1952","Okey Mbanugo",29,8.8,1.5,1.7,0.1,0.2,0.3,0.9,0.593,0.579,0,"2007-2008","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1953","Michael Santos",9,3.6,0.7,0.3,0,0,0,0,0.5,1,0,"2007-2008","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1954","Dominic Johnson",9,3.6,0.4,0.6,0.3,0.4,0,0.4,0.25,0.4,0,"2007-2008","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1955","Nate Mensah",1,0,0,0,0,0,0,0,0,0,0,"2007-2008","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1958","Sean Denison",31,29.9,10.8,6.3,1.3,0.6,0.7,2.2,0.591,0.594,0,"2006-2007","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1959","John Bryant",31,23.2,10.4,6.7,0.6,0.5,1.6,1.8,0.528,0.656,0,"2006-2007","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1960","Scott Dougherty",31,23.9,9.9,3.2,1.4,0.4,0.1,1,0.477,0.719,0.42,"2006-2007","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1961","Danny Pariseau",31,30.8,9.7,3.1,4.7,1.2,0.1,2.3,0.438,0.771,0.404,"2006-2007","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1962","Brody Angley",31,29.5,8.3,3,3.8,1.3,0,2.3,0.394,0.638,0.311,"2006-2007","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1963","Mitch Henke",30,21.1,6.9,4,1.4,0.4,0.2,2.3,0.444,0.759,0.396,"2006-2007","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1964","Josh Higgins",27,10.3,4.4,2.8,0.3,0,0.3,0.9,0.573,0.773,0,"2006-2007","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1965","Joey Kaempf",24,10.9,3.6,1.3,0.5,0.2,0,0.6,0.358,0.5,0.355,"2006-2007","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1966","Calvin Johnson",25,9.1,2.5,1,0.4,0.4,0,0.6,0.317,0.667,0.304,"2006-2007","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1967","Tristan Parham",23,8.5,2.2,2,0.2,0,0.2,0.6,0.571,0.333,0,"2006-2007","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1968","Brandon Rohe",25,8,1.7,1.1,0.5,0.4,0,0.4,0.32,0.5,0.25,"2006-2007","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1969","Jonathan Gunderson",15,5.9,1.5,0.3,0.5,0.3,0,0.3,0.241,1,0.24,"2006-2007","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1970","Cedric Latimer",16,4.1,0.8,0.6,0.1,0.1,0.1,0.6,0.4,0,0,"2006-2007","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1971","Okey Mbanugo",15,3,0.5,0.9,0,0.1,0,0.3,0.2,0.8,0,"2006-2007","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1974","Travis Niesen",28,33.8,18.9,6.6,1.6,0.7,0.2,3.1,0.45,0.682,0.294,"2005-2006","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1975","Brody Angley",29,34,10.1,3.3,4.9,1.9,0.2,2.5,0.376,0.794,0.3,"2005-2006","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1976","Mitch Henke",29,28.9,9.4,5.6,2.3,0.9,0.6,2.4,0.439,0.735,0.364,"2005-2006","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1977","Sean Denison",18,26.9,8.2,6.1,0.7,0.4,1.1,1.7,0.487,0.685,0,"2005-2006","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1978","John Bryant",29,17.1,6.6,6.2,0.4,0.2,1.3,1.2,0.59,0.688,0,"2005-2006","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1979","Calvin Johnson",27,24.3,6.4,2.3,1.4,1.1,0,1.4,0.35,0.733,0.336,"2005-2006","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1980","Brandon Rohe",27,24.3,6.2,2.2,1.7,0.9,0.1,1.3,0.299,0.821,0.317,"2005-2006","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1981","Joey Kaempf",24,15.2,4.4,1.9,0.6,0.5,0.1,0.5,0.432,0.444,0.361,"2005-2006","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1982","Domineek Daniel",18,5.4,2.3,0.9,0.4,0.2,0.3,0.5,0.405,0.8,0.273,"2005-2006","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1983","Cliff Sammet",17,4.9,1.6,1.6,0.1,0.3,0,0.4,0.5,0.583,0,"2005-2006","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1984","Okey Mbanugo",18,9.2,1.6,2.3,0.1,0.1,0.3,0.7,0.409,0.526,0,"2005-2006","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1985","John Burke",14,5.4,0.6,0.9,0.6,0.1,0,0.2,0.308,0,0,"2005-2006","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1986","Tristan Parham",3,9.3,0,3.7,0,0.3,1,0.3,0,0,0,"2005-2006","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1989","Doron Perkins",31,30.4,15.4,6,3.4,2.4,0.6,2.6,0.401,0.644,0.313,"2004-2005","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1990","Travis Niesen",31,25.9,15.1,4.5,0.9,0.5,0.2,2.3,0.479,0.816,0.333,"2004-2005","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1991","Kyle Bailey",31,34.3,14.8,4.7,4.2,1.5,0.3,2.5,0.372,0.772,0.313,"2004-2005","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1992","Ethan Rohde",31,24,7.2,2.4,1.4,0.6,0.1,0.5,0.394,0.583,0.401,"2004-2005","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1993","Brody Angley",31,22,5.3,2.7,2.6,1,0.1,1.7,0.414,0.628,0.393,"2004-2005","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1994","Tristan Parham",26,15.5,4.9,4,0.1,0.2,0.4,1,0.54,0.514,0,"2004-2005","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1995","Sean Denison",19,14.9,3.8,3.9,0.4,0.2,0.3,0.7,0.338,0.757,0,"2004-2005","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1996","Scott Borchart",30,11.2,3.4,2.2,0.4,0.3,0.1,0.3,0.53,0.842,0,"2004-2005","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1997","Jordan Legge",30,17.9,3.3,3.7,0.6,0.2,0.1,0.8,0.492,0.818,0,"2004-2005","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1998","Mitch Henke",27,7.6,2.1,1.9,0.5,0.3,0.1,1,0.422,0.536,0.25,"2004-2005","Santa Clara Broncos","Santa Clara, CA","West Coast"
"1999","Scott Dougherty",29,6.8,1.8,0.9,0.3,0.1,0,0.3,0.356,0.5,0.25,"2004-2005","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2000","Linden Tibbets",4,6.8,1.3,0.5,0,0,0,0.5,0.4,0.5,0,"2004-2005","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2001","Graham Neuburger",14,1.6,0.1,0.1,0.3,0,0.1,0.1,0,1,0,"2004-2005","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2002","John Burke",5,1,0,0,0,0,0,0,0,0,0,"2004-2005","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2005","Doron Perkins",31,25.6,12.9,4.2,2.3,2,0.4,2.2,0.414,0.705,0.32,"2003-2004","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2006","Kyle Bailey",29,31,12.6,4.7,3.7,1.4,0.1,3,0.383,0.769,0.354,"2003-2004","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2007","Travis Niesen",30,25.3,9.2,4.4,0.9,0.9,0.1,2,0.473,0.663,0,"2003-2004","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2008","J.R. Patrick",29,21,6.5,2.9,1.1,0.4,0.3,1.2,0.405,0.87,0.337,"2003-2004","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2009","Brandon Rohe",26,20.7,5.8,1.7,1.2,0.5,0,1.2,0.329,0.828,0.349,"2003-2004","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2010","Jim Howell",25,25.1,5.8,5.6,1,1,1.1,1.5,0.465,0.456,0,"2003-2004","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2011","Ethan Rohde",30,19.1,5.5,2.1,1.2,0.4,0.1,0.7,0.344,0.75,0.345,"2003-2004","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2012","Sean Denison",30,13.8,3.7,3,0.4,0.1,0.5,1,0.603,0.649,0,"2003-2004","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2013","Jordan Legge",28,16.5,3.4,3.6,0.7,0.2,0.3,1,0.507,0.667,0,"2003-2004","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2014","Alex Kargbo",22,7.9,2.5,1.1,0.3,0.2,0,0.5,0.489,0.778,0.333,"2003-2004","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2015","Scott Dougherty",19,9.8,2,0.8,0.4,0.2,0.1,0.3,0.359,0.667,0.261,"2003-2004","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2016","Scott Borchart",18,7.1,1.5,0.8,0.1,0.2,0.1,0.6,0.368,0.684,0,"2003-2004","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2017","Linden Tibbets",18,6.6,1.2,0.9,0.2,0,0.1,0.2,0.368,0.538,0,"2003-2004","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2018","Graham Neuburger",7,1.6,0,0.3,0.4,0,0,0.3,0,0,0,"2003-2004","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2021","Kyle Bailey",6,30.8,12.2,4,3.5,1.2,0.2,4.8,0.286,0.786,0.297,"2002-2003","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2022","Brandon Rohe",28,26,10.8,2.5,2.4,1,0,2.4,0.351,0.785,0.356,"2002-2003","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2023","Bakari Altheimer",15,26.7,10.3,2,2.4,0.7,0.1,2.1,0.361,0.733,0.295,"2002-2003","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2024","Ethan Rohde",28,27.5,9.2,3.4,1.7,0.4,0.1,1.8,0.406,0.704,0.408,"2002-2003","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2025","Jim Howell",28,23.6,9,6.2,0.5,0.5,0.3,1.3,0.542,0.568,0,"2002-2003","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2026","J.R. Patrick",22,16.1,5.6,2.4,1.3,0.4,0,1.3,0.398,0.794,0.35,"2002-2003","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2027","Jordan Legge",24,22,5,3.7,0.9,0.4,0.2,1.1,0.581,0.66,0,"2002-2003","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2028","Scott Borchart",21,12.2,5,2.5,0.1,0.1,0,1.2,0.515,0.923,0,"2002-2003","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2029","Cord Anderson",26,19.8,4.8,4.8,1.6,1,0.4,1.6,0.511,0.632,0.368,"2002-2003","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2030","Brad Anderson",27,15.2,3.9,3.7,0.8,0.6,0.3,1,0.477,0.55,0.4,"2002-2003","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2031","Travis Niesen",27,12.8,3.9,2.8,0.3,0.3,0.2,1,0.412,0.605,0,"2002-2003","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2032","Alex Kargbo",25,15.6,3.8,2.2,1.4,0.8,0.3,1.2,0.336,0.417,0.206,"2002-2003","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2033","Linden Tibbets",13,4.1,0.6,0.8,0,0,0.2,0.1,0.2,0.4,0,"2002-2003","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2036","Steve Ross",28,26,15.7,4.5,1.2,0.6,0.2,2,0.404,0.85,0.418,"2001-2002","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2037","Kyle Bailey",28,31,13.4,4,3.9,1.4,0.1,3.7,0.348,0.779,0.343,"2001-2002","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2038","Justin Holbrook",26,21.4,8.5,3.4,0.8,0.2,0.2,1,0.38,0.739,0.345,"2001-2002","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2039","Jordan Legge",28,24.1,6.9,5,0.7,0.4,0.3,1.2,0.619,0.679,0,"2001-2002","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2040","Brian Vaka",28,21.4,4.8,2.6,1.9,0.8,0.2,1.5,0.438,0.705,0.263,"2001-2002","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2041","David Emslie",22,14.6,4.5,4,0.6,0.3,0.5,0.9,0.451,0.531,0,"2001-2002","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2042","Bakari Altheimer",28,17.2,3.6,1.5,1.5,0.5,0.1,1.3,0.299,0.743,0.234,"2001-2002","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2043","Jason Morrissette",26,12.3,3.4,1.9,0.3,0.2,0.2,0.9,0.333,0.578,0.333,"2001-2002","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2044","Jason Westphal",26,14.9,3.1,4.2,0.5,0.5,0.4,0.7,0.455,0.484,0,"2001-2002","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2045","Ethan Rohde",25,9.6,2.4,1.1,0.4,0.2,0.1,0.3,0.426,0.833,0.457,"2001-2002","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2046","Jim Howell",25,12.1,2,2.8,0.3,0.2,0.2,0.7,0.489,0.318,0,"2001-2002","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2047","Brad Anderson",19,4,1.6,1.4,0.1,0.2,0,0.3,0.5,0.6,0.5,"2001-2002","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2048","Cord Anderson",15,3.6,0.6,0.8,0.1,0.1,0,0.4,0.5,0.333,0,"2001-2002","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2049","Scott Borchart",2,6,0.5,0.5,0,0,0,1.5,0,0.5,0,"2001-2002","Santa Clara Broncos","Santa Clara, CA","West Coast"
"2052","Cole Dickerson",31,33,15.2,9.8,1.4,0.9,0.3,2.5,0.474,0.583,0.41,"2012-2013","San Francisco Dons","San Francisco, CA","West Coast"
"2053","Cody Doolin",31,33.7,12.2,3.1,5.6,1.6,0.1,2.7,0.429,0.812,0.284,"2012-2013","San Francisco Dons","San Francisco, CA","West Coast"
"2054","De'End Parker",29,27.3,11.7,3,2,0.6,0.1,1.2,0.414,0.712,0.446,"2012-2013","San Francisco Dons","San Francisco, CA","West Coast"
"2055","Tim Derksen",31,22,7.4,3.8,0.6,0.6,0.2,1.5,0.488,0.516,0.42,"2012-2013","San Francisco Dons","San Francisco, CA","West Coast"
"2056","Mark Tollefsen",31,19.8,7.2,3,0.5,0.4,0.6,0.5,0.567,0.75,0.421,"2012-2013","San Francisco Dons","San Francisco, CA","West Coast"
"2057","Avry Holmes",29,19.1,6.7,1.7,0.9,0.4,0,1,0.429,0.727,0.471,"2012-2013","San Francisco Dons","San Francisco, CA","West Coast"
"2058","Chris Adams",28,19.2,4.7,1.3,0.9,0.5,0,0.6,0.391,0.583,0.429,"2012-2013","San Francisco Dons","San Francisco, CA","West Coast"
"2059","Tao Xu",27,13.9,3.3,1.3,0.2,0.3,0.1,1.1,0.438,0.667,0,"2012-2013","San Francisco Dons","San Francisco, CA","West Coast"
"2060","Matt Christiansen",26,11.7,2.1,1.8,0.3,0.1,0.4,0.5,0.489,0.5,0,"2012-2013","San Francisco Dons","San Francisco, CA","West Coast"
"2061","Frank Rogers",28,8.9,1.8,1.8,0.3,0.2,0.3,0.6,0.425,0.519,0.222,"2012-2013","San Francisco Dons","San Francisco, CA","West Coast"
"2062","Gavin Hoffmann",9,5.2,0,0.3,0.2,0,0,0.1,0,0,0,"2012-2013","San Francisco Dons","San Francisco, CA","West Coast"
"2063","Coltin Gelb",2,1,0,0,0,0,0,0,0,0,0,"2012-2013","San Francisco Dons","San Francisco, CA","West Coast"
"2066","Angelo Caloiaro",34,30.8,14.2,6,2.4,1.6,0.2,1.7,0.49,0.793,0.392,"2011-2012","San Francisco Dons","San Francisco, CA","West Coast"
"2067","Perris Blackwell",34,25.6,12.7,6.1,0.9,0.4,0.3,1.9,0.575,0.564,0,"2011-2012","San Francisco Dons","San Francisco, CA","West Coast"
"2068","Rashad Green",33,29.4,11.8,5.2,2.2,1.8,0.2,3.3,0.445,0.766,0.337,"2011-2012","San Francisco Dons","San Francisco, CA","West Coast"
"2069","Michael Williams",31,29.4,11.1,2.3,1.4,0.7,0,1.2,0.387,0.732,0.327,"2011-2012","San Francisco Dons","San Francisco, CA","West Coast"
"2070","Cody Doolin",34,30.9,9.3,3.1,3.8,1.6,0.1,1.5,0.417,0.757,0.326,"2011-2012","San Francisco Dons","San Francisco, CA","West Coast"
"2071","Cole Dickerson",34,18,7.1,4,0.6,0.6,0.8,1,0.579,0.455,0.404,"2011-2012","San Francisco Dons","San Francisco, CA","West Coast"
"2072","Dominique O'Connor",24,20,6,1.1,2.1,1.2,0,1.9,0.427,0.736,0.25,"2011-2012","San Francisco Dons","San Francisco, CA","West Coast"
"2073","Jay Wey",12,5.6,2.3,0.5,0.5,0.3,0,0.3,0.391,0.5,0.421,"2011-2012","San Francisco Dons","San Francisco, CA","West Coast"
