"","Player","Games.Played","Minutes","Points.Per.Game","Rebounds.Per.Game","Assists.Per.Game","Steals.Per.Game","Blocks.Per.Game","Turnovers.Per.Game","Field.Goal.Percent","Free.Throw.Percent","Three.Point.FieldGoal.Percent","Year","Team","City","Conference"
"2074","Justin Raffington",28,7.8,2.1,2.2,0.1,0.1,0.1,0.7,0.5,0.679,0,"2011-2012","San Francisco Dons","San Francisco, CA","West Coast"
"2075","Khalil Murphy",16,4.8,1.8,0.9,0.2,0.1,0.1,0.1,0.5,0.5,0.333,"2011-2012","San Francisco Dons","San Francisco, CA","West Coast"
"2076","Chris Adams",14,5.9,1.6,0.3,0.3,0.2,0,0.1,0.381,0,0.389,"2011-2012","San Francisco Dons","San Francisco, CA","West Coast"
"2077","Avery Johnson",31,9.5,1.5,1,0.6,0.5,0,0.3,0.32,0.714,0.273,"2011-2012","San Francisco Dons","San Francisco, CA","West Coast"
"2078","Gavin Hoffmann",23,7.7,1.1,0.4,0.3,0.1,0,0.1,0.409,0,0.444,"2011-2012","San Francisco Dons","San Francisco, CA","West Coast"
"2079","Charles Standifer",1,0,0,0,0,0,0,0,0,0,0,"2011-2012","San Francisco Dons","San Francisco, CA","West Coast"
"2082","Michael Williams",34,32.4,14.7,4,1.7,0.6,0.1,2,0.429,0.714,0.392,"2010-2011","San Francisco Dons","San Francisco, CA","West Coast"
"2083","Rashad Green",30,28.8,12.5,5.8,3,1.1,0.2,2.7,0.447,0.807,0.31,"2010-2011","San Francisco Dons","San Francisco, CA","West Coast"
"2084","Perris Blackwell",32,25.1,10.7,7,0.9,0.6,0.4,2.2,0.559,0.555,0,"2010-2011","San Francisco Dons","San Francisco, CA","West Coast"
"2085","Angelo Caloiaro",34,33.4,9.9,7.3,1.9,0.8,0.3,1.5,0.395,0.787,0.327,"2010-2011","San Francisco Dons","San Francisco, CA","West Coast"
"2086","Moustapha Diarra",34,16.2,7.8,3.5,0.5,0.2,0.9,1.6,0.498,0.557,0,"2010-2011","San Francisco Dons","San Francisco, CA","West Coast"
"2087","Cody Doolin",34,32,7.7,3.5,3.5,1.2,0.2,1.9,0.408,0.77,0.333,"2010-2011","San Francisco Dons","San Francisco, CA","West Coast"
"2088","Marko Petrovic",25,17.4,5.8,1.9,1,0.4,0.1,1.1,0.43,0.724,0.351,"2010-2011","San Francisco Dons","San Francisco, CA","West Coast"
"2089","Dominique O'Connor",2,15.5,4,3,0.5,1.5,0,1.5,0.182,1,0,"2010-2011","San Francisco Dons","San Francisco, CA","West Coast"
"2090","Charles Standifer",9,11.6,2,0.9,0.3,0.2,0.1,1.2,0.214,0.25,0.25,"2010-2011","San Francisco Dons","San Francisco, CA","West Coast"
"2091","Justin Raffington",26,8.8,1.8,1.7,0.1,0.1,0.2,1,0.4,0.609,0,"2010-2011","San Francisco Dons","San Francisco, CA","West Coast"
"2092","Cole Dickerson",27,7.9,1.5,2.1,0.4,0.1,0.1,0.5,0.386,0.8,0.231,"2010-2011","San Francisco Dons","San Francisco, CA","West Coast"
"2093","Avery Johnson",32,10.8,1.3,1,0.3,0.6,0.1,0.6,0.298,1,0.226,"2010-2011","San Francisco Dons","San Francisco, CA","West Coast"
"2094","Osekalome Akhile",1,1,0,0,1,0,0,0,0,0,0,"2010-2011","San Francisco Dons","San Francisco, CA","West Coast"
"2097","Dior Lowhorn",29,28.8,18.4,6.7,0.6,0.7,0.6,2,0.47,0.811,0.282,"2009-2010","San Francisco Dons","San Francisco, CA","West Coast"
"2098","Kwame Vaughn",30,29.3,12.6,4,2,0.8,0.1,2.4,0.439,0.735,0.292,"2009-2010","San Francisco Dons","San Francisco, CA","West Coast"
"2099","Angelo Caloiaro",30,28,8.9,3.7,1.7,0.7,0.1,1.2,0.497,0.732,0.491,"2009-2010","San Francisco Dons","San Francisco, CA","West Coast"
"2100","Rashad Green",30,21,6.6,4.2,1.6,0.8,0.1,2.2,0.426,0.7,0.305,"2009-2010","San Francisco Dons","San Francisco, CA","West Coast"
"2101","Perris Blackwell",25,20.9,6.2,4.3,0.6,0.5,0.2,1.4,0.465,0.538,0,"2009-2010","San Francisco Dons","San Francisco, CA","West Coast"
"2102","Moustapha Diarra",30,15.1,6.2,3,0.1,0.2,0.6,1.1,0.507,0.597,0,"2009-2010","San Francisco Dons","San Francisco, CA","West Coast"
"2103","Michael Williams",26,18.2,5.5,1.3,1.5,0.2,0,1.2,0.44,0.667,0.433,"2009-2010","San Francisco Dons","San Francisco, CA","West Coast"
"2104","Dontae Bryant",30,27.4,4.1,4.1,3.9,1.2,0.1,2.1,0.378,0.489,0.268,"2009-2010","San Francisco Dons","San Francisco, CA","West Coast"
"2105","Chioke Walker",3,6.7,2.7,1,0,0,0,0.7,0.5,1,0,"2009-2010","San Francisco Dons","San Francisco, CA","West Coast"
"2106","Peter Smith",6,13,2.5,1.5,1.3,0.7,0,0.7,0.333,0.25,0.333,"2009-2010","San Francisco Dons","San Francisco, CA","West Coast"
"2107","Blake Wallace",16,10.9,2.4,1.4,0.5,0.3,0.1,0.3,0.333,0.667,0.357,"2009-2010","San Francisco Dons","San Francisco, CA","West Coast"
"2108","Tomas Bruha",25,12,2.2,1.9,0.1,0.2,0.2,0.9,0.432,0.643,0,"2009-2010","San Francisco Dons","San Francisco, CA","West Coast"
"2109","Niko Stojiljkovic",15,6.5,0.8,1.5,0.5,0.1,0.1,0.5,0.115,0.625,0.077,"2009-2010","San Francisco Dons","San Francisco, CA","West Coast"
"2112","Dior Lowhorn",30,32.3,20.1,6.9,0.8,0.5,0.6,1.5,0.483,0.68,0.432,"2008-2009","San Francisco Dons","San Francisco, CA","West Coast"
"2113","Kwame Vaughn",30,26.5,10.8,3.5,1.7,0.6,0.1,2.1,0.434,0.742,0.309,"2008-2009","San Francisco Dons","San Francisco, CA","West Coast"
"2114","Manny Quezada",24,24.2,10.6,2.4,3,0.8,0,2.6,0.46,0.842,0.397,"2008-2009","San Francisco Dons","San Francisco, CA","West Coast"
"2115","Blake Wallace",27,26.3,8.5,4.1,1.2,0.4,0.4,1.1,0.421,0.727,0.38,"2008-2009","San Francisco Dons","San Francisco, CA","West Coast"
"2116","Angelo Caloiaro",30,25.4,6,3.9,1.4,0.6,0.2,1.2,0.411,0.689,0.274,"2008-2009","San Francisco Dons","San Francisco, CA","West Coast"
"2117","Peter Smith",18,13.6,4.6,0.8,1.2,0.2,0,0.5,0.387,0.8,0.353,"2008-2009","San Francisco Dons","San Francisco, CA","West Coast"
"2118","Chris O'Brien",29,20.9,4.1,2.9,0.9,0.4,0.2,1.3,0.375,0.591,0.333,"2008-2009","San Francisco Dons","San Francisco, CA","West Coast"
"2119","Dontae Bryant",29,26.5,4.1,2.6,3.1,1.3,0,1.9,0.359,0.549,0.381,"2008-2009","San Francisco Dons","San Francisco, CA","West Coast"
"2120","Hyman Taylor",23,8.2,1.9,1.8,0.1,0.3,0.4,1,0.325,0.643,0,"2008-2009","San Francisco Dons","San Francisco, CA","West Coast"
"2121","Christian Hernandez",28,9.9,1.7,1.3,0.4,0.3,0.1,0.5,0.333,0.556,0.324,"2008-2009","San Francisco Dons","San Francisco, CA","West Coast"
"2122","James Morgan",22,7.4,1.3,1.5,0.1,0.4,0.4,0.9,0.667,0.5,0,"2008-2009","San Francisco Dons","San Francisco, CA","West Coast"
"2123","Clint Pekarsky",4,3.3,0,0.8,0.3,0,0,0.5,0,0,0,"2008-2009","San Francisco Dons","San Francisco, CA","West Coast"
"2126","Dior Lowhorn",31,36.6,20.5,7.4,0.7,0.5,0.9,3,0.513,0.707,0.257,"2007-2008","San Francisco Dons","San Francisco, CA","West Coast"
"2127","Vince Polakovic",8,27.3,15.1,4.1,0.5,0.5,0.4,2,0.538,0.757,0.438,"2007-2008","San Francisco Dons","San Francisco, CA","West Coast"
"2128","Manny Quezada",31,32.3,13.9,3.5,4.6,1.5,0.1,3.9,0.409,0.796,0.309,"2007-2008","San Francisco Dons","San Francisco, CA","West Coast"
"2129","Myron Strong",31,32.1,10,2.5,3.1,1.7,0.1,2.4,0.428,0.676,0.313,"2007-2008","San Francisco Dons","San Francisco, CA","West Coast"
"2130","Danny Cavic",31,31.3,8.9,4.8,1,0.8,0.3,1.4,0.433,0.813,0.439,"2007-2008","San Francisco Dons","San Francisco, CA","West Coast"
"2131","Hyman Taylor",29,18.2,3.4,4.3,0.5,0.5,0.9,1.3,0.416,0.565,0,"2007-2008","San Francisco Dons","San Francisco, CA","West Coast"
"2132","Christian Hernandez",31,12.8,2.1,0.8,1.2,0.5,0.2,0.9,0.328,0.667,0.318,"2007-2008","San Francisco Dons","San Francisco, CA","West Coast"
"2133","Dean Hadley",30,12.8,1.9,1.5,0.7,0.3,0,1.1,0.31,0.722,0,"2007-2008","San Francisco Dons","San Francisco, CA","West Coast"
"2134","Jared Casey",9,13.2,1.8,2.2,0.2,0.1,0.7,0.8,0.286,0.571,0,"2007-2008","San Francisco Dons","San Francisco, CA","West Coast"
"2135","James Morgan",30,11,1.3,2.5,0.2,0.1,0.1,0.6,0.432,0.316,0,"2007-2008","San Francisco Dons","San Francisco, CA","West Coast"
"2136","Paolo Zamorano",11,0.9,0.8,0,0.1,0.1,0,0,0.429,0,0.5,"2007-2008","San Francisco Dons","San Francisco, CA","West Coast"
"2137","Pierce Brooks",21,6.6,0.5,0.7,0.1,0.1,0,0.1,0.158,0.75,0.125,"2007-2008","San Francisco Dons","San Francisco, CA","West Coast"
"2138","Jay Watkins",1,0,0,0,0,0,0,0,0,0,0,"2007-2008","San Francisco Dons","San Francisco, CA","West Coast"
"2139","Kenneth Perry",5,0.4,0,0.4,0,0.2,0,0,0,0,0,"2007-2008","San Francisco Dons","San Francisco, CA","West Coast"
"2142","Antonio Kellogg",28,32.9,15.2,4.5,3.6,2.5,0.1,4.3,0.433,0.765,0.379,"2006-2007","San Francisco Dons","San Francisco, CA","West Coast"
"2143","Alan Wiggins Jr.",31,31.1,14.3,7.2,1.5,0.9,1.5,2.5,0.522,0.737,0.15,"2006-2007","San Francisco Dons","San Francisco, CA","West Coast"
"2144","Armondo Surratt",25,33.5,13.8,1.8,3.4,1.6,0.2,2.5,0.427,0.795,0.354,"2006-2007","San Francisco Dons","San Francisco, CA","West Coast"
"2145","Manny Quezada",31,27.5,13.2,3.5,3,1.2,0.1,3.1,0.431,0.808,0.373,"2006-2007","San Francisco Dons","San Francisco, CA","West Coast"
"2146","Johnny Dukes",25,21.6,7,4.4,1,0.6,0.4,1.2,0.529,0.44,0.5,"2006-2007","San Francisco Dons","San Francisco, CA","West Coast"
"2147","Jay Watkins",30,22.1,6.2,3.5,0.4,0.5,0.4,0.9,0.494,0.5,0.667,"2006-2007","San Francisco Dons","San Francisco, CA","West Coast"
"2148","Danny Cavic",27,24.7,6,3.4,0.7,0.7,0.3,0.9,0.483,0.692,0.462,"2006-2007","San Francisco Dons","San Francisco, CA","West Coast"
"2149","Vince Polakovic",21,7.6,2,0.9,0.2,0.1,0,0.6,0.282,0.581,0.333,"2006-2007","San Francisco Dons","San Francisco, CA","West Coast"
"2150","Jesse Byrd",27,12.1,2,2.7,0.3,0.4,0.2,0.6,0.405,0.806,0,"2006-2007","San Francisco Dons","San Francisco, CA","West Coast"
"2151","Christian Hernandez",29,8.9,1.1,0.8,0.3,0.3,0.1,0.6,0.281,0.545,0.259,"2006-2007","San Francisco Dons","San Francisco, CA","West Coast"
"2152","Jared Casey",16,7.3,1.1,1.5,0,0.2,0.2,0.3,0.5,0.333,0,"2006-2007","San Francisco Dons","San Francisco, CA","West Coast"
"2153","James Morgan",12,3.1,0.9,0.4,0,0,0.1,0.2,0.8,0.5,0,"2006-2007","San Francisco Dons","San Francisco, CA","West Coast"
"2154","Charles Wilson",1,1,0,0,0,0,0,0,0,0,0,"2006-2007","San Francisco Dons","San Francisco, CA","West Coast"
"2155","Paolo Zamorano",4,1.3,0,0,0,0,0,0.3,0,0,0,"2006-2007","San Francisco Dons","San Francisco, CA","West Coast"
"2158","Armondo Surratt",28,35.1,14.2,2.5,5.1,1.8,0,3.7,0.368,0.69,0.277,"2005-2006","San Francisco Dons","San Francisco, CA","West Coast"
"2159","Alan Wiggins Jr.",28,33.6,14.1,8.3,1.3,1.1,2.1,2.5,0.527,0.682,0.2,"2005-2006","San Francisco Dons","San Francisco, CA","West Coast"
"2160","Jerome Gumbs",28,29.5,10.8,5.5,1.2,1.1,0.2,2,0.496,0.742,0.353,"2005-2006","San Francisco Dons","San Francisco, CA","West Coast"
"2161","Jason Wallace-Carter",28,26.4,8.5,6.2,2.1,1,0.7,1.6,0.511,0.511,0,"2005-2006","San Francisco Dons","San Francisco, CA","West Coast"
"2162","Dommanic Ingerson",27,20.9,7.9,1.7,0.8,0.3,0,1.1,0.356,0.85,0.348,"2005-2006","San Francisco Dons","San Francisco, CA","West Coast"
"2163","Danny Cavic",28,21.1,5.4,3.3,0.7,0.5,0.3,1,0.38,0.564,0.424,"2005-2006","San Francisco Dons","San Francisco, CA","West Coast"
"2164","Drew Shiller",28,16.3,4.4,1.2,1.3,0.3,0,1.1,0.398,0.882,0.373,"2005-2006","San Francisco Dons","San Francisco, CA","West Coast"
"2165","Vince Polakovic",19,9.9,3.8,1.5,0.2,0.2,0.1,0.6,0.385,0.708,0.313,"2005-2006","San Francisco Dons","San Francisco, CA","West Coast"
"2166","Johnny Dukes",2,9.5,3.5,2,0,0.5,1,1,0.333,1,0.5,"2005-2006","San Francisco Dons","San Francisco, CA","West Coast"
"2167","Jesse Byrd",26,13.8,1.5,3,0.4,0.3,0.2,0.4,0.378,0.4,0,"2005-2006","San Francisco Dons","San Francisco, CA","West Coast"
"2168","Mike Bell",13,3.7,0,0.2,0.1,0,0,0.3,0,0,0,"2005-2006","San Francisco Dons","San Francisco, CA","West Coast"
"2169","Sinqua Walls",5,0.4,0,0.2,0,0,0,0.2,0,0,0,"2005-2006","San Francisco Dons","San Francisco, CA","West Coast"
"2170","James Morgan",5,1.8,0,0.6,0,0,0,0.2,0,0,0,"2005-2006","San Francisco Dons","San Francisco, CA","West Coast"
"2173","John Cox",31,36.9,20,4.2,2.5,1,0.2,2.5,0.414,0.727,0.365,"2004-2005","San Francisco Dons","San Francisco, CA","West Coast"
"2174","Tyrone Riley",31,34.6,15.8,8.7,1.3,0.9,0.3,1.9,0.423,0.812,0.393,"2004-2005","San Francisco Dons","San Francisco, CA","West Coast"
"2175","Jerome Gumbs",31,28.2,9.4,4.9,1.1,1.4,0.2,1.3,0.444,0.623,0.342,"2004-2005","San Francisco Dons","San Francisco, CA","West Coast"
"2176","Alan Wiggins Jr.",31,22.4,5.8,4,0.5,0.3,1.1,1,0.5,0.549,0,"2004-2005","San Francisco Dons","San Francisco, CA","West Coast"
"2177","Johnny Dukes",30,17.3,5.6,3,0.5,0.7,0.2,0.9,0.481,0.493,0.174,"2004-2005","San Francisco Dons","San Francisco, CA","West Coast"
"2178","Andre Hazel",26,19.8,4.3,2.3,3.1,1.6,0,2.7,0.256,0.86,0.246,"2004-2005","San Francisco Dons","San Francisco, CA","West Coast"
"2179","Dommanic Ingerson",31,12.5,3.6,1,0.5,0.6,0,0.6,0.301,0.615,0.299,"2004-2005","San Francisco Dons","San Francisco, CA","West Coast"
"2180","Jason Wallace-Carter",29,13.8,2.3,2.9,0.4,0.6,0.5,0.9,0.397,0.5,0,"2004-2005","San Francisco Dons","San Francisco, CA","West Coast"
"2181","Jason Gaines",29,20,2.3,1.4,2.3,1.2,0,1.3,0.281,0.824,0.25,"2004-2005","San Francisco Dons","San Francisco, CA","West Coast"
"2182","Mike Bell",11,2.6,0.9,0.5,0.1,0.2,0,0.3,0.375,1,0.4,"2004-2005","San Francisco Dons","San Francisco, CA","West Coast"
"2183","Ken Barnes",18,4.2,0.8,0.8,0.1,0.2,0,0.2,0.286,0.667,0.111,"2004-2005","San Francisco Dons","San Francisco, CA","West Coast"
"2184","Felix Czerny",13,4.5,0.7,0.6,0.2,0.2,0,0.6,0.25,0.333,0,"2004-2005","San Francisco Dons","San Francisco, CA","West Coast"
"2187","James Bayless",30,26.9,12.4,5.8,0.5,0.4,0.4,1.5,0.537,0.648,0.5,"2003-2004","San Francisco Dons","San Francisco, CA","West Coast"
"2188","Tyrone Riley",30,30.8,11.2,7.2,0.8,0.9,0.4,1.9,0.439,0.676,0.36,"2003-2004","San Francisco Dons","San Francisco, CA","West Coast"
"2189","John Cox",1,35,10,8,1,2,0,2,0.214,0.8,0,"2003-2004","San Francisco Dons","San Francisco, CA","West Coast"
"2190","Andre Hazel",31,26.3,8.1,1.9,4.7,1.8,0.1,3.5,0.369,0.714,0.311,"2003-2004","San Francisco Dons","San Francisco, CA","West Coast"
"2191","Alvin Broussard",31,23.4,8,5.3,1.6,1.2,0.5,1.7,0.523,0.5,0.356,"2003-2004","San Francisco Dons","San Francisco, CA","West Coast"
"2192","Dommanic Ingerson",21,16.8,7.7,1.4,1,0.5,0,1,0.33,0.538,0.299,"2003-2004","San Francisco Dons","San Francisco, CA","West Coast"
"2193","Jovan Harris",28,24.9,7.3,2.4,1.4,0.6,0.6,2,0.369,0.632,0.307,"2003-2004","San Francisco Dons","San Francisco, CA","West Coast"
"2194","Jerome Gumbs",31,20.7,6,3.5,1.1,0.6,0.1,1.5,0.5,0.667,0.368,"2003-2004","San Francisco Dons","San Francisco, CA","West Coast"
"2195","Jason Gaines",31,18.2,3.5,1.5,2.1,1.1,0,1.7,0.449,0.712,0.391,"2003-2004","San Francisco Dons","San Francisco, CA","West Coast"
"2196","Alan Wiggins Jr.",31,11.8,2.8,1.6,0.1,0.3,0.4,0.6,0.482,0.623,0,"2003-2004","San Francisco Dons","San Francisco, CA","West Coast"
"2197","Tom Burns",16,7.4,2.5,1.2,0.4,0.3,0.1,0.4,0.341,0.588,0.133,"2003-2004","San Francisco Dons","San Francisco, CA","West Coast"
"2198","Mike Bell",15,5.6,0.8,0.3,0.1,0.2,0,0.3,0.211,0.667,0.133,"2003-2004","San Francisco Dons","San Francisco, CA","West Coast"
"2199","Eamon Sylvester",6,2.2,0.7,0.2,0.2,0,0,0.3,0.333,0,0,"2003-2004","San Francisco Dons","San Francisco, CA","West Coast"
"2200","Mamadou Cisse",10,4.1,0.6,0.9,0,0.2,0,0.2,0.5,0,0,"2003-2004","San Francisco Dons","San Francisco, CA","West Coast"
"2201","Jeremiah Williams",9,4.6,0.1,0.2,0.7,0.2,0,0.2,0,0.5,0,"2003-2004","San Francisco Dons","San Francisco, CA","West Coast"
"2202","Herbert Gracia",6,1.8,0,0.3,0.3,0,0,1,0,0,0,"2003-2004","San Francisco Dons","San Francisco, CA","West Coast"
"2205","Darrell Tucker",23,32.5,18.5,8.1,0.8,0.6,0.6,2.3,0.489,0.778,0.434,"2002-2003","San Francisco Dons","San Francisco, CA","West Coast"
"2206","John Cox",29,32.1,15.3,3.6,1.8,0.5,0.2,1.7,0.474,0.802,0.403,"2002-2003","San Francisco Dons","San Francisco, CA","West Coast"
"2207","Shammell Stallworth",29,30.8,12.6,3.2,1.9,1,0.2,2.2,0.463,0.849,0.439,"2002-2003","San Francisco Dons","San Francisco, CA","West Coast"
"2208","James Bayless",23,28,10,5.5,0.9,0.7,0.6,1.5,0.549,0.607,0,"2002-2003","San Francisco Dons","San Francisco, CA","West Coast"
"2209","Alvin Broussard",23,27.7,8.3,5.2,2.1,1.2,0.3,2.5,0.49,0.524,0.357,"2002-2003","San Francisco Dons","San Francisco, CA","West Coast"
"2210","Jovan Harris",27,15.9,4.4,1.6,1.5,0.4,0.2,1.2,0.434,0.656,0.324,"2002-2003","San Francisco Dons","San Francisco, CA","West Coast"
"2211","Jason Gaines",29,26.4,3,2,5.1,1.3,0,2.1,0.354,0.771,0.19,"2002-2003","San Francisco Dons","San Francisco, CA","West Coast"
"2212","Michael Chambers",24,11,2.6,0.8,0.3,0.1,0,0.3,0.264,0.4,0.25,"2002-2003","San Francisco Dons","San Francisco, CA","West Coast"
"2213","Brandon Queen",29,12.2,2.3,2.2,0.3,0.2,0,0.6,0.491,0.542,0.2,"2002-2003","San Francisco Dons","San Francisco, CA","West Coast"
"2214","Mamadou Cisse",21,6.8,0.8,1.2,0.1,0.1,0,0.4,0.444,0.2,0,"2002-2003","San Francisco Dons","San Francisco, CA","West Coast"
"2215","Eamon Sylvester",4,0.8,0.8,0,0,0,0,0,1,0,1,"2002-2003","San Francisco Dons","San Francisco, CA","West Coast"
"2216","Scepter Brownlee",14,1.4,0.4,0.2,0.4,0,0,0.3,0.5,0,0.5,"2002-2003","San Francisco Dons","San Francisco, CA","West Coast"
"2219","Darrell Tucker",28,33.5,18.9,10,0.9,0.5,0.9,3.4,0.466,0.776,0.384,"2001-2002","San Francisco Dons","San Francisco, CA","West Coast"
"2220","Shammell Stallworth",28,30.1,12.2,4.5,2.2,1,0.2,1.8,0.441,0.757,0.357,"2001-2002","San Francisco Dons","San Francisco, CA","West Coast"
"2221","John Cox",28,33,11.7,4.8,2.5,0.6,0.2,1.4,0.415,0.784,0.419,"2001-2002","San Francisco Dons","San Francisco, CA","West Coast"
"2222","Hondre Brewer",28,21,7.7,3.9,0.4,0.2,2.8,1.2,0.519,0.667,0,"2001-2002","San Francisco Dons","San Francisco, CA","West Coast"
"2223","Tayo Akinsete",28,19.4,7.5,3.3,0.4,0.4,0.4,1,0.428,0.704,0.279,"2001-2002","San Francisco Dons","San Francisco, CA","West Coast"
"2224","LyRyan Russell",22,29.3,7,3.4,4.5,2,0,3,0.423,0.747,0.269,"2001-2002","San Francisco Dons","San Francisco, CA","West Coast"
"2225","Michael Chambers",28,10.2,2.9,0.6,0.8,0.1,0,0.5,0.318,0.5,0.262,"2001-2002","San Francisco Dons","San Francisco, CA","West Coast"
"2226","Jerome Gumbs",26,6.9,2.1,1.3,0.2,0.2,0.1,0.4,0.426,0.632,0.25,"2001-2002","San Francisco Dons","San Francisco, CA","West Coast"
"2227","Jason Gaines",28,13.3,1.4,1.9,2.3,0.9,0,1.4,0.378,0.4,0.222,"2001-2002","San Francisco Dons","San Francisco, CA","West Coast"
"2228","Eugene Brown",23,8.3,1.1,1.4,0.3,0.1,0,0.2,0.357,0.625,0,"2001-2002","San Francisco Dons","San Francisco, CA","West Coast"
"2229","Scepter Brownlee",17,3.5,0.7,0.4,0.4,0.2,0,0.5,0.333,0,0.2,"2001-2002","San Francisco Dons","San Francisco, CA","West Coast"
"2230","Anthony Naylor",8,1.6,0.5,0.1,0,0.1,0,0,0.143,1,0,"2001-2002","San Francisco Dons","San Francisco, CA","West Coast"
"2231","Tony Hickman",6,1.7,0.2,0.2,0.2,0,0,0.2,0,0.5,0,"2001-2002","San Francisco Dons","San Francisco, CA","West Coast"
"2232","Eddy Harris",9,1.6,0,0.1,0,0.1,0,0.4,0,0,0,"2001-2002","San Francisco Dons","San Francisco, CA","West Coast"
"2233","DeWayne Morris Jr.",1,0,0,1,0,0,0,0,0,0,0,"2001-2002","San Francisco Dons","San Francisco, CA","West Coast"
"2236","Johnny Dee",34,31.2,15,3.1,0.9,0.8,0,1.3,0.434,0.888,0.377,"2012-2013","San Diego Toreros","San Diego, CA","West Coast"
"2237","Ken Rancifer",34,26.9,10.2,3.7,1.2,0.5,0.3,1.6,0.435,0.663,0.364,"2012-2013","San Diego Toreros","San Diego, CA","West Coast"
"2238","Christopher Anderson",33,32.3,9.4,3.8,5.7,2.1,0.2,2.8,0.404,0.702,0.353,"2012-2013","San Diego Toreros","San Diego, CA","West Coast"
"2239","Chris Manresa",27,24.7,9,7.1,1.1,0.5,0.6,1.6,0.485,0.605,0,"2012-2013","San Diego Toreros","San Diego, CA","West Coast"
"2240","Mike Davis",24,16.9,6.2,1.6,0.6,0.8,0,0.7,0.463,0.644,0.185,"2012-2013","San Diego Toreros","San Diego, CA","West Coast"
"2241","Cameron Miles",34,17.5,4.9,1.6,1.7,0.8,0,1.3,0.383,0.759,0.351,"2012-2013","San Diego Toreros","San Diego, CA","West Coast"
"2242","Dennis Kramer",32,14.6,4.2,2.7,0.2,0.2,0.4,1.1,0.454,0.533,0.313,"2012-2013","San Diego Toreros","San Diego, CA","West Coast"
"2243","John Sinis",33,15.3,4.1,2.5,0.3,0.3,0.3,0.8,0.398,0.68,0.357,"2012-2013","San Diego Toreros","San Diego, CA","West Coast"
"2244","Jito Kok",34,18.3,3.2,3.2,0,0.2,1.6,1.1,0.519,0.491,0,"2012-2013","San Diego Toreros","San Diego, CA","West Coast"
"2245","Simi Fajemisin",34,10.5,2.1,2,0.1,0.1,0.4,0.9,0.5,0.634,0,"2012-2013","San Diego Toreros","San Diego, CA","West Coast"
"2246","Trey Guidry",14,4.8,1.4,0.6,0.1,0.1,0.1,0.3,0.353,0.5,0.2,"2012-2013","San Diego Toreros","San Diego, CA","West Coast"
"2247","Keith Stackhouse",21,5.8,1.1,0.6,0.3,0.3,0,0.6,0.333,0.4,0.2,"2012-2013","San Diego Toreros","San Diego, CA","West Coast"
"2250","Johnny Dee",31,29.6,13.7,1.8,1.2,0.7,0,1.5,0.432,0.859,0.422,"2011-2012","San Diego Toreros","San Diego, CA","West Coast"
"2251","Christopher Anderson",31,29,9,3,5,2,0.2,3,0.488,0.61,0.345,"2011-2012","San Diego Toreros","San Diego, CA","West Coast"
"2252","Chris Manresa",30,23.4,8.8,5.9,0.8,0.5,0.5,1,0.527,0.49,0,"2011-2012","San Diego Toreros","San Diego, CA","West Coast"
"2253","Dennis Kramer",31,22.9,8.5,4.4,0.6,0.4,1.2,1.4,0.515,0.686,0.4,"2011-2012","San Diego Toreros","San Diego, CA","West Coast"
"2254","Darian Norris",31,26.3,8.3,2.4,2.7,1.1,0,1.7,0.4,0.689,0.363,"2011-2012","San Diego Toreros","San Diego, CA","West Coast"
"2255","Ken Rancifer",31,24,7.5,3.6,1.1,0.6,0.4,1.6,0.437,0.76,0.3,"2011-2012","San Diego Toreros","San Diego, CA","West Coast"
"2256","John Sinis",31,15,4,2.9,0.5,0.3,0.4,1,0.447,0.615,0.298,"2011-2012","San Diego Toreros","San Diego, CA","West Coast"
"2257","Simi Fajemisin",31,15.4,3.6,2.9,0.3,0.5,0.6,1.3,0.436,0.629,0,"2011-2012","San Diego Toreros","San Diego, CA","West Coast"
"2258","Cameron Miles",31,13.7,3.4,1,1.4,0.7,0.1,0.9,0.359,0.741,0.303,"2011-2012","San Diego Toreros","San Diego, CA","West Coast"
"2259","Keith Stackhouse",1,10,2,2,0,1,0,0,1,0,0,"2011-2012","San Diego Toreros","San Diego, CA","West Coast"
"2260","Ben Vozzola",3,3.3,1.7,0.3,0.3,0,0,0,0.4,0,0.333,"2011-2012","San Diego Toreros","San Diego, CA","West Coast"
"2261","Nick Kerr",13,3.8,1.2,0,0.2,0.1,0,0.1,0.294,0.6,0.167,"2011-2012","San Diego Toreros","San Diego, CA","West Coast"
"2262","Blair Banker",8,1.8,0.1,0.1,0,0,0,0,0,0.5,0,"2011-2012","San Diego Toreros","San Diego, CA","West Coast"
"2263","Therone Tillett",2,1,0,0.5,0,0,0,0,0,0,0,"2011-2012","San Diego Toreros","San Diego, CA","West Coast"
"2266","Darian Norris",30,32.8,10.4,3,2.8,1.3,0,2.4,0.388,0.824,0.277,"2010-2011","San Diego Toreros","San Diego, CA","West Coast"
"2267","Matt Dorr",27,31.9,8.9,3.3,2.7,0.7,0.1,1.7,0.404,0.729,0.347,"2010-2011","San Diego Toreros","San Diego, CA","West Coast"
"2268","Ken Rancifer",30,20.9,8.6,2.7,0.7,0.4,0.4,1.8,0.426,0.569,0.375,"2010-2011","San Diego Toreros","San Diego, CA","West Coast"
"2269","Devin Ginty",30,28.8,8.5,2.3,2,0.7,0,1.6,0.4,0.873,0.362,"2010-2011","San Diego Toreros","San Diego, CA","West Coast"
